hostname,Prot,e_Prot,KOI,KIC,TIC,GAIA,db
Kepler-1139,26.893,0.058,2202,-1,-1,-1,mcq13
Kepler-665,21.273,0.058,758,-1,-1,-1,mcq13
Kepler-686,16.493,0.059,809,-1,-1,-1,mcq13
Kepler-1826,35.128,0.059,2329,-1,-1,-1,mcq13
TOI-782,65.26,0.06,-1,-1,-1,-1,nasa
Kepler-336,10.258,0.06,1916,-1,-1,-1,mcq13
Kepler-1405,13.899,0.06,2998,-1,-1,-1,mcq13
HAT-P-68,24.59,0.06,-1,-1,-1,-1,nasa
Kepler-1845,22.749,0.06,2490,-1,-1,-1,mcq13
TOI-1860,4.43,0.06,-1,-1,-1,-1,nasa
K2-31,18.38,0.06,-1,-1,-1,-1,nasa
K2-415,4.3,0.06,-1,-1,-1,-1,nasa
Kepler-1849,24.053,0.06,2525,-1,-1,-1,mcq13
TOI-776,21.13,0.06,-1,-1,-1,-1,nasa
Kepler-833,29.412,0.061,1403,-1,-1,-1,mcq13
Kepler-1414,14.552,0.061,3026,-1,-1,-1,mcq13
Kepler-1673,11.533,0.062,1863,-1,-1,-1,mcq13
Kepler-224,21.878,0.063,733,-1,-1,-1,mcq13
Kepler-621,28.49,0.064,605,-1,-1,-1,mcq13
Kepler-564,18.987,0.065,470,-1,-1,-1,mcq13
Kepler-917,12.953,0.065,1637,-1,-1,-1,mcq13
Kepler-1833,11.216,0.065,2367,-1,-1,-1,mcq13
Kepler-1801,11.522,0.065,2172,-1,-1,-1,mcq13
Kepler-85,23.498,0.066,2038,-1,-1,-1,mcq13
Kepler-1388,23.907,0.066,2926,-1,-1,-1,mcq13
Kepler-716,23.593,0.069,892,-1,-1,-1,mcq13
Kepler-1787,20.039,0.069,2056,-1,-1,-1,mcq13
HD 18599,8.73,0.07,-1,-1,-1,-1,nasa
Kepler-1672,11.534,0.07,1822,-1,-1,-1,mcq13
GJ 740,35.56,0.07,-1,-1,-1,-1,nasa
K2-131,9.19,0.07,-1,-1,-1,-1,nasa
Kepler-186,34.27,0.07,-1,-1,-1,-1,arm15
Kepler-294,24.371,0.073,1396,-1,-1,-1,mcq13
Kepler-415,23.126,0.074,1194,-1,-1,-1,mcq13
Kepler-1873,28.414,0.074,2735,-1,-1,-1,mcq13
Kepler-176,34.16,0.075,520,-1,-1,-1,mcq13
Kepler-46,27.859,0.075,872,-1,-1,-1,mcq13
Kepler-1395,11.871,0.075,2961,-1,-1,-1,mcq13
Kepler-246,23.175,0.076,874,-1,-1,-1,mcq13
Kepler-1728,26.369,0.076,810,-1,-1,-1,mcq13
Kepler-781,20.041,0.077,1160,-1,-1,-1,mcq13
Kepler-585,19.317,0.077,517,-1,-1,-1,mcq13
Kepler-9,16.746,0.077,377,-1,-1,-1,mcq13
Kepler-722,18.524,0.079,911,-1,-1,-1,mcq13
Kepler-1035,33.935,0.079,1979,-1,-1,-1,mcq13
Kepler-1061,9.749,0.079,2026,-1,-1,-1,mcq13
Kepler-1661,24.44,0.08,-1,-1,-1,-1,nasa
TOI-4562,3.86,0.08,-1,-1,-1,-1,nasa
NGTS-21,17.89,0.08,-1,-1,-1,-1,nasa
GJ 436,44.09,0.08,-1,-1,-1,-1,nasa
TOI-544,19.34,0.08,-1,-1,-1,-1,nasa
Kepler-438,37.04,0.08,-1,-1,-1,-1,arm15
Kepler-462,0.37,0.08,-1,-1,-1,-1,nasa
Kepler-54,34.891,0.081,886,-1,-1,-1,mcq13
Kepler-1376,26.453,0.082,2877,-1,-1,-1,mcq13
Kepler-1359,25.343,0.082,2828,-1,-1,-1,mcq13
Kepler-96,14.922,0.083,261,-1,-1,-1,mcq13
Kepler-1685,19.878,0.083,2504,-1,-1,-1,mcq13
Kepler-1798,27.266,0.084,2130,-1,-1,-1,mcq13
Kepler-1868,22.059,0.086,2686,-1,-1,-1,mcq13
Kepler-1254,23.318,0.087,2485,-1,-1,-1,mcq13
Kepler-787,36.409,0.087,1202,-1,-1,-1,mcq13
Kepler-1726,20.912,0.087,704,-1,-1,-1,mcq13
Kepler-1124,28.464,0.088,2156,-1,-1,-1,mcq13
Kepler-1285,8.667,0.088,2593,-1,-1,-1,mcq13
Kepler-1219,29.067,0.088,2390,-1,-1,-1,mcq13
Kepler-354,28.364,0.088,2045,-1,-1,-1,mcq13
Kepler-169,25.433,0.089,505,-1,-1,-1,mcq13
Kepler-1384,22.168,0.089,2910,-1,-1,-1,mcq13
Kepler-258,26.399,0.09,951,-1,-1,-1,mcq13
TOI-1448,42.28,0.09,-1,-1,-1,-1,nasa
Kepler-219,17.101,0.09,718,-1,-1,-1,mcq13
Kepler-1181,2.444,0.091,2303,-1,-1,-1,mcq13
Kepler-1902,27.227,0.091,3090,-1,-1,-1,mcq13
Kepler-1858,31.269,0.091,2553,-1,-1,-1,mcq13
Kepler-670,24.066,0.092,767,-1,-1,-1,mcq13
Kepler-682,23.408,0.092,791,-1,-1,-1,mcq13
Kepler-743,20.894,0.094,987,-1,-1,-1,mcq13
Kepler-1779,12.666,0.094,1969,-1,-1,-1,mcq13
Kepler-974,34.387,0.095,1843,-1,-1,-1,mcq13
Kepler-1663,40.333,0.095,252,-1,-1,-1,mcq13
Kepler-1288,20.304,0.096,2608,-1,-1,-1,mcq13
KOI-217,19.768,0.096,217,-1,-1,-1,mcq13
Kepler-1714,13.38,0.099,288,-1,-1,-1,mcq13
Kepler-235,38.562,0.099,812,-1,-1,-1,mcq13
TOI-778,2.58,0.1,-1,-1,-1,-1,nasa
TOI-451,5.1,0.1,-1,-1,-1,-1,nasa
GJ 9404,23.2,0.1,-1,-1,-1,-1,nasa
TOI-836,21.99,0.1,-1,-1,-1,-1,nasa
K2-240,10.8,0.1,-1,-1,-1,-1,nasa
K2-36,17.13,0.1,-1,-1,-1,-1,nasa
TOI-1807,8.8,0.1,-1,-1,-1,-1,nasa
K2-100,4.3,0.1,-1,-1,-1,-1,nasa
Kepler-1759,31.419,0.1,1646,-1,-1,-1,mcq13
Qatar-1,23.7,0.1,-1,-1,-1,-1,nasa
Gl 49,18.86,0.1,-1,-1,-1,-1,nasa
Kepler-1308,33.669,0.1,2662,-1,-1,-1,mcq13
HIP 94235,2.183,0.102,-1,-1,464646604,-1,mar20
Kepler-1393,22.57,0.102,2951,-1,-1,-1,mcq13
Kepler-148,29.205,0.103,398,-1,-1,-1,mcq13
Kepler-1769,8.249,0.104,1808,-1,-1,-1,mcq13
Kepler-111,16.957,0.105,139,-1,-1,-1,mcq13
Kepler-1068,17.598,0.106,2044,-1,-1,-1,mcq13
Kepler-1128,19.873,0.106,2166,-1,-1,-1,mcq13
Kepler-332,23.637,0.107,1905,-1,-1,-1,mcq13
Kepler-389,28.051,0.108,2473,-1,-1,-1,mcq13
TOI-2048,3.821,0.109,-1,-1,159873822,-1,mar20
Kepler-1276,8.801,0.111,2555,-1,-1,-1,mcq13
Kepler-801,29.865,0.113,1266,-1,-1,-1,mcq13
Kepler-1221,23.306,0.114,2397,-1,-1,-1,mcq13
Kepler-402,8.959,0.114,2722,-1,-1,-1,mcq13
Kepler-254,24.523,0.114,934,-1,-1,-1,mcq13
Kepler-334,16.675,0.115,1909,-1,-1,-1,mcq13
Kepler-1741,29.788,0.119,1201,-1,-1,-1,mcq13
K2-139,17.24,0.12,-1,-1,-1,-1,nasa
Kepler-114,34.549,0.12,156,-1,-1,-1,mcq13
Kepler-423,22.05,0.12,-1,-1,-1,-1,nasa
HD 207496,12.36,0.12,-1,-1,-1,-1,nasa
Kepler-561,26.336,0.121,464,-1,-1,-1,mcq13
KOI-12,1.245,0.124,12,-1,-1,-1,mcq13
Kepler-131,17.523,0.127,283,-1,-1,-1,mcq13
Kepler-1692,33.389,0.127,2849,-1,-1,-1,mcq13
Kepler-1121,7.425,0.128,2149,-1,-1,-1,mcq13
GJ 367,51.3,0.13,-1,-1,-1,-1,nasa
Kepler-464,17.332,0.133,107,-1,-1,-1,mcq13
Kepler-1651,18.184,0.133,1725,-1,-1,-1,mcq13
HAT-P-11,29.472,0.134,3,-1,-1,-1,mcq13
Kepler-1674,25.948,0.137,1892,-1,-1,-1,mcq13
Kepler-171,21.506,0.138,509,-1,-1,-1,mcq13
HATS-71,41.72,0.14,-1,-1,-1,-1,nasa
Kepler-303,41.897,0.141,1515,-1,-1,-1,mcq13
Kepler-346,22.223,0.143,1978,-1,-1,-1,mcq13
Kepler-732,36.007,0.144,936,-1,-1,-1,mcq13
Kepler-956,13.761,0.147,1802,-1,-1,-1,mcq13
Kepler-911,18.451,0.148,1621,-1,-1,-1,mcq13
Kepler-1979,17.996,0.148,2150,-1,-1,-1,mcq13
Kepler-105,16.846,0.15,115,-1,-1,-1,mcq13
Kepler-1075,21.968,0.15,2058,-1,-1,-1,mcq13
WASP-6,23.8,0.15,-1,-1,-1,-1,nasa
Kepler-552,18.577,0.15,432,-1,-1,-1,mcq13
Kepler-102,26.572,0.153,82,-1,-1,-1,mcq13
Kepler-1630,29.991,0.153,-1,7978202,-1,-1,mcq14
Kepler-24,10.08,0.154,1102,-1,-1,-1,mcq13
Kepler-65,7.911,0.155,85,-1,-1,-1,mcq13
Kepler-1710,23.156,0.155,103,-1,-1,-1,mcq13
WASP-69,23.07,0.16,-1,-1,-1,-1,nasa
GJ 685,18.15,0.16,-1,-1,-1,-1,nasa
TOI-1333,5.3,0.16,-1,-1,-1,-1,nasa
Kepler-1169,12.566,0.161,2273,-1,-1,-1,mcq13
Kepler-1926,22.487,0.162,-1,8231667,-1,-1,mcq14
Kepler-1905,19.213,0.164,3095,-1,-1,-1,mcq13
Kepler-1400,27.588,0.167,2981,-1,-1,-1,mcq13
Kepler-997,11.485,0.168,1883,-1,-1,-1,mcq13
Kepler-1132,24.665,0.17,2177,-1,-1,-1,mcq13
TOI-1759,35.65,0.17,-1,-1,-1,-1,nasa
K2-33,6.29,0.17,-1,-1,-1,-1,nasa
Kepler-629,22.412,0.171,632,-1,-1,-1,mcq13
Kepler-1378,20.386,0.171,2883,-1,-1,-1,mcq13
Kepler-642,4.79,0.172,673,-1,-1,-1,mcq13
Kepler-408,12.444,0.172,1612,-1,-1,-1,mcq13
Kepler-1650,34.4,0.172,1702,-1,-1,-1,mcq13
Kepler-1167,28.078,0.172,2266,-1,-1,-1,mcq13
Kepler-190,29.985,0.172,579,-1,-1,-1,mcq13
Kepler-478,32.208,0.174,165,-1,-1,-1,mcq13
Kepler-527,6.886,0.176,333,-1,-1,-1,mcq13
Kepler-1634,19.794,0.177,-1,8891684,-1,-1,mcq14
Kepler-1690,23.147,0.182,2757,-1,-1,-1,mcq13
Kepler-550,22.786,0.184,429,-1,-1,-1,mcq13
Kepler-567,25.278,0.185,477,-1,-1,-1,mcq13
Kepler-514,8.291,0.185,297,-1,-1,-1,mcq13
Kepler-1224,10.378,0.187,2403,-1,-1,-1,mcq13
Kepler-1244,3.19,0.188,2457,-1,-1,-1,mcq13
Kepler-587,24.081,0.19,530,-1,-1,-1,mcq13
GJ 849,40.45,0.19,-1,-1,-1,-1,nasa
Kepler-663,22.924,0.193,751,-1,-1,-1,mcq13
Kepler-617,37.726,0.193,596,-1,-1,-1,mcq13
Kepler-1030,25.657,0.197,1971,-1,-1,-1,mcq13
Kepler-1045,21.47,0.197,2000,-1,-1,-1,mcq13
Kepler-172,23.287,0.199,510,-1,-1,-1,mcq13
HD 176986,35.9,0.2,-1,-1,-1,-1,nasa
HD 73583,12.2,0.2,-1,-1,-1,-1,nasa
BD-14 3065 A,4.3,0.2,-1,-1,-1,-1,nasa
WASP-19,10.5,0.2,-1,-1,-1,-1,nasa
Qatar-7,5.9,0.2,-1,-1,-1,-1,nasa
Qatar-2,18.0,0.2,-1,-1,-1,-1,nasa
HD 102195,12.3,0.2,-1,-1,-1,-1,nasa
Kepler-973,25.32,0.2,1841,-1,-1,-1,mcq13
Kepler-1236,27.409,0.2,2432,-1,-1,-1,mcq13
Kepler-1130,27.633,0.201,2169,-1,-1,-1,mcq13
HD 235088,5.368,0.203,-1,-1,293954617,-1,mar20
Kepler-576,29.609,0.205,492,-1,-1,-1,mcq13
Kepler-301,22.686,0.208,1436,-1,-1,-1,mcq13
Kepler-580,30.724,0.212,503,-1,-1,-1,mcq13
Kepler-207,15.425,0.213,665,-1,-1,-1,mcq13
Kepler-127,10.117,0.213,271,-1,-1,-1,mcq13
Kepler-383,29.778,0.214,2413,-1,-1,-1,mcq13
Kepler-267,21.627,0.215,1078,-1,-1,-1,mcq13
Kepler-549,26.28,0.216,427,-1,-1,-1,mcq13
Kepler-809,29.587,0.217,1302,-1,-1,-1,mcq13
Kepler-1860,29.908,0.217,2581,-1,-1,-1,mcq13
Kepler-1847,10.859,0.219,2507,-1,-1,-1,mcq13
GJ 393,34.15,0.22,-1,-1,-1,-1,nasa
TOI-622,3.77,0.22,-1,-1,-1,-1,nasa
Kepler-531,35.053,0.221,345,-1,-1,-1,mcq13
Kepler-1782,25.791,0.223,1985,-1,-1,-1,mcq13
Kepler-1044,14.776,0.224,1998,-1,-1,-1,mcq13
Kepler-676,37.049,0.225,781,-1,-1,-1,mcq13
AU Mic,4.694,0.228,-1,-1,441420236,-1,mar20
Kepler-140,24.517,0.228,327,-1,-1,-1,mcq13
HIP 113103,9.92,0.23,-1,-1,-1,-1,nasa
Kepler-622,37.03,0.236,610,-1,-1,-1,mcq13
Kepler-755,29.807,0.238,1050,-1,-1,-1,mcq13
Kepler-240,32.402,0.24,837,-1,-1,-1,mcq13
Kepler-1421,13.13,0.249,3060,-1,-1,-1,mcq13
Kepler-512,12.103,0.249,294,-1,-1,-1,mcq13
Kepler-1321,41.425,0.25,2715,-1,-1,-1,mcq13
Kepler-1265,29.793,0.25,2520,-1,-1,-1,mcq13
Kepler-80,25.567,0.252,500,-1,-1,-1,mcq13
Kepler-568,34.192,0.253,478,-1,-1,-1,mcq13
Kepler-32,36.22,0.256,952,-1,-1,-1,mcq13
Kepler-658,38.684,0.257,739,-1,-1,-1,mcq13
Kepler-1729,38.304,0.258,875,-1,-1,-1,mcq13
Kepler-927,16.825,0.259,1683,-1,-1,-1,mcq13
Kepler-742,39.1,0.261,956,-1,-1,-1,mcq13
Kepler-975,39.707,0.265,1845,-1,-1,-1,mcq13
Kepler-1992,27.82,0.267,3052,-1,-1,-1,mcq13
TOI-1135,5.13,0.27,-1,-1,-1,-1,nasa
GJ 411,56.16,0.27,-1,-1,-1,-1,nasa
Kepler-652,26.863,0.276,714,-1,-1,-1,mcq13
HD 77946,13.56,0.28,-1,-1,-1,-1,nasa
COCONUTS-2 A,2.83,0.28,-1,-1,-1,-1,nasa
HATS-47,6.42,0.28,-1,-1,-1,-1,nasa
YZ Cet,68.28,0.28,-1,-1,-1,-1,nasa
TOI-251,3.773,0.285,-1,-1,224225541,-1,mar20
Kepler-518,16.503,0.286,304,-1,-1,-1,mcq13
Gl 686,38.73,0.29,-1,-1,-1,-1,nasa
TOI-1107,6.2,0.3,-1,-1,-1,-1,nasa
TOI-1347,16.1,0.3,-1,-1,-1,-1,nasa
TOI-4515,15.5,0.3,-1,-1,-1,-1,nasa
K2-19,20.54,0.3,-1,-1,-1,-1,nasa
TOI-3714,23.3,0.3,-1,-1,-1,-1,nasa
K2-229,18.1,0.3,-1,-1,-1,-1,nasa
Kepler-560,49.93,0.301,463,-1,-1,-1,mcq13
Kepler-199,17.787,0.309,638,-1,-1,-1,mcq13
TOI-615,5.38,0.31,-1,-1,-1,-1,nasa
Kepler-388,32.426,0.315,2466,-1,-1,-1,mcq13
Kepler-161,27.885,0.317,457,-1,-1,-1,mcq13
Kepler-1725,8.885,0.318,635,-1,-1,-1,mcq13
Kepler-718,14.979,0.322,897,-1,-1,-1,mcq13
Kepler-1404,28.268,0.323,2996,-1,-1,-1,mcq13
Kepler-834,33.46,0.33,1404,-1,-1,-1,mcq13
Kepler-1264,20.177,0.336,2517,-1,-1,-1,mcq13
Kepler-249,36.422,0.336,899,-1,-1,-1,mcq13
Kepler-504,46.351,0.34,249,-1,-1,-1,mcq13
Kepler-241,37.595,0.342,842,-1,-1,-1,mcq13
Kepler-862,26.656,0.347,1491,-1,-1,-1,mcq13
Kepler-500,23.301,0.348,237,-1,-1,-1,mcq13
WASP-84,14.36,0.35,-1,-1,-1,-1,nasa
GJ 649,24.89,0.35,-1,-1,-1,-1,nasa
Kepler-593,17.233,0.354,538,-1,-1,-1,mcq13
Kepler-1090,19.374,0.369,2094,-1,-1,-1,mcq13
Kepler-878,31.046,0.378,1521,-1,-1,-1,mcq13
Kepler-61,35.55,0.38,-1,-1,-1,-1,arm15
KOI-142,30.689,0.383,142,-1,-1,-1,mcq13
Kepler-1423,28.856,0.385,3071,-1,-1,-1,mcq13
GJ 9689,39.97,0.39,-1,-1,-1,-1,nasa
Kepler-1367,29.369,0.398,2845,-1,-1,-1,mcq13
Kepler-1907,27.016,0.398,3130,-1,-1,-1,mcq13
CoRoT-18,5.4,0.4,-1,-1,-1,-1,nasa
K2-284,8.88,0.4,-1,-1,-1,-1,nasa
WASP-5,16.2,0.4,-1,-1,-1,-1,nasa
WASP-93,1.45,0.4,-1,-1,-1,-1,nasa
WASP-77 A,15.4,0.4,-1,-1,-1,-1,nasa
Wolf 327,44.4,0.4,-1,-1,-1,-1,nasa
HAT-P-22,28.7,0.4,-1,-1,-1,-1,nasa
K2-104,9.3,0.4,-1,-1,-1,-1,nasa
TOI-2095,40.0,0.4,-1,-1,-1,-1,nasa
WASP-43,15.6,0.4,-1,-1,-1,-1,nasa
TOI-5293 A,20.6,0.4,-1,-1,-1,-1,nasa
HD 260655,37.5,0.4,-1,-1,-1,-1,nasa
WASP-89,20.2,0.4,-1,-1,-1,-1,nasa
TOI-4201,17.3,0.4,-1,-1,-1,-1,nasa
HATS-18,9.8,0.4,-1,-1,-1,-1,nasa
Kepler-913,25.487,0.404,1627,-1,-1,-1,mcq13
Kepler-737,24.791,0.406,947,-1,-1,-1,mcq13
HD 180617,50.6,0.41,-1,-1,-1,-1,nasa
Kepler-193,13.302,0.411,590,-1,-1,-1,mcq13
Kepler-146,13.813,0.423,386,-1,-1,-1,mcq13
Kepler-901,31.026,0.426,1588,-1,-1,-1,mcq13
Kepler-979,26.773,0.432,1849,-1,-1,-1,mcq13
Kepler-664,20.479,0.435,755,-1,-1,-1,mcq13
Kepler-1761,25.729,0.436,1649,-1,-1,-1,mcq13
Kepler-1138,24.882,0.438,2200,-1,-1,-1,mcq13
Kepler-307,25.892,0.44,1576,-1,-1,-1,mcq13
Kepler-62,39.77,0.44,-1,-1,-1,-1,arm15
Kepler-84,19.32,0.444,1589,-1,-1,-1,mcq13
Kepler-1245,25.766,0.447,2458,-1,-1,-1,mcq13
Kepler-849,17.829,0.447,1439,-1,-1,-1,mcq13
Kepler-530,24.15,0.455,344,-1,-1,-1,mcq13
Kepler-1815,23.131,0.456,2259,-1,-1,-1,mcq13
Kepler-1207,17.011,0.459,2356,-1,-1,-1,mcq13
Kepler-1031,20.981,0.465,1972,-1,-1,-1,mcq13
HD 109833,4.9,0.467,-1,-1,360630575,-1,mar20
K2-350,8.22,0.47,-1,-1,-1,-1,nasa
HD 13808,38.99,0.47,-1,-1,-1,-1,nasa
WASP-180 A,4.594,0.474,-1,-1,178367144,-1,mar20
Kepler-1133,27.964,0.484,2180,-1,-1,-1,mcq13
Kepler-1012,21.837,0.486,1913,-1,-1,-1,mcq13
Kepler-780,33.043,0.49,1150,-1,-1,-1,mcq13
GJ 3470,21.54,0.49,-1,-1,-1,-1,nasa
HN Peg,4.5,0.5,-1,-1,-1,-1,nasa
TOI-1268,10.9,0.5,-1,-1,-1,-1,nasa
K2-18,38.6,0.5,-1,-1,-1,-1,nasa
WASP-50,16.3,0.5,-1,-1,-1,-1,nasa
CoRoT-6,6.4,0.5,-1,-1,-1,-1,nasa
Kepler-648,22.842,0.508,694,-1,-1,-1,mcq13
Kepler-1681,21.572,0.512,2132,-1,-1,-1,mcq13
Kepler-756,27.433,0.513,1053,-1,-1,-1,mcq13
Kepler-1665,36.367,0.522,650,-1,-1,-1,mcq13
Kepler-786,34.257,0.529,1199,-1,-1,-1,mcq13
Kepler-293,31.269,0.533,1366,-1,-1,-1,mcq13
Kepler-623,26.162,0.541,618,-1,-1,-1,mcq13
Kepler-678,41.148,0.55,783,-1,-1,-1,mcq13
TOI-712,12.45,0.57,-1,-1,-1,-1,nasa
HD 80653,19.55,0.57,-1,-1,-1,-1,nasa
TOI-2076,6.84,0.58,-1,-1,-1,-1,nasa
Kepler-735,31.651,0.581,942,-1,-1,-1,mcq13
Kepler-173,14.998,0.581,511,-1,-1,-1,mcq13
TOI-1775,5.329,0.592,-1,-1,9348006,-1,mar20
TOI-5005,21.01,0.6,-1,-1,-1,-1,nasa
WASP-85 A,15.1,0.6,-1,-1,-1,-1,nasa
Kepler-1848,38.039,0.6,2522,-1,-1,-1,mcq13
TOI-1272,28.3,0.6,-1,-1,-1,-1,nasa
K2-101,10.6,0.6,-1,-1,-1,-1,nasa
K2-264,22.2,0.6,-1,-1,-1,-1,nasa
Kepler-1840,36.823,0.607,2469,-1,-1,-1,mcq13
Kepler-229,15.94,0.615,757,-1,-1,-1,mcq13
Kepler-1046,10.116,0.617,2002,-1,-1,-1,mcq13
TOI-444,7.573,0.637,-1,-1,179034327,-1,mar20
TOI-1801,15.98,0.66,-1,-1,-1,-1,nasa
K2-290,6.63,0.66,-1,-1,-1,-1,nasa
Kepler-185,31.78,0.665,569,-1,-1,-1,mcq13
Kepler-1784,22.289,0.69,2023,-1,-1,-1,mcq13
TOI-1136,8.189,0.699,-1,-1,142276270,-1,mar20
K2-102,11.5,0.7,-1,-1,-1,-1,nasa
TOI-2025,13.2,0.7,-1,-1,-1,-1,nasa
LHS 1815,47.8,0.7,-1,-1,-1,-1,nasa
TOI-431,30.5,0.7,-1,-1,-1,-1,nasa
TOI-1685,18.66,0.71,-1,-1,-1,-1,nasa
K2-331,9.98,0.71,-1,-1,-1,-1,nasa
Kepler-1361,37.089,0.72,2832,-1,-1,-1,mcq13
Kepler-350,3.158,0.741,2025,-1,-1,-1,mcq13
Kepler-378,38.637,0.75,2287,-1,-1,-1,mcq13
HD 209458,10.65,0.75,-1,-1,-1,-1,nasa
Kepler-2000,37.125,0.755,253,-1,-1,-1,mcq13
Kepler-50,7.553,0.755,262,-1,-1,-1,mcq13
