TIC_ID,Prot,eProt,Flare_star,Variability_Classification,
281781375,nan,nan,no,Noisy_LCs,
281837575,4.200,0.195,no,Unambiguous Rotation,
281909674,nan,nan,no,Noisy_LCs,
281924357,4.020,0.115,no,Unambiguous_Rotation,
281979481,4.385,0.084,no,Unambiguous_Rotation,
283474780,nan,nan,no,Noisy_LCs,
283722336,nan,nan,no,Ambiguous_Variability,
284441182,nan,nan,no,Noisy_LCs,
284450803,3.289,0.106,no,Unambiguous_Rotation,
285048486,nan,nan,no,Noisy_LCs,
286132427,5.71/13.13,nan,no,Dubious_Rotation,
286355915,nan,nan,no,Noisy_LCs,
286864983,3.30/7.08,nan,no,Dubious_Rotation,
286865921,nan,nan,yes,Noisy_LCs,
286923464,nan,nan,no,Ambiguous_Variability,
287080092,nan,nan,no,Noisy_LCs,
287139872,nan,nan,no,Noisy_LCs,
287156968,nan,nan,no,Noisy_LCs,
287196418,nan,nan,no,Pulsation,
287225295,nan,nan,no,Noisy_LCs,
287563610,nan,nan,no,Noisy_LCs,
287776397,nan,nan,no,Noisy_LCs,
288132261,nan,nan,no,Noisy_LCs,
288631580,6.934,0.359,no,Unambiguous_Rotation,
288636342,nan,nan,no,Noisy_LCs,
288735205,nan,nan,no,Noisy_LCs,
289535142,nan,nan,no,Noisy_LCs,
289580577,nan,nan,no,Noisy_LCs,
289793076,nan,nan,no,Noisy_LCs,
289988797,4.322,0.427,no,Unambiguous_Rotation,
290036495,5.260,0.616,no,unambiguous rotation,
290131778,nan,nan,no,Noisy_LCs,
290348383,5.55/11.11,nan,no,Dubious_Rotation,
291555748,4.899,0.252,no,Unambiguous_Rotation,
292321872,nan,nan,no,Noisy_LCs,
293617835,nan,nan,no,Ambiguous_Variability,
293954617,5.368,0.203,no,Unambiguous_Rotation,
294179385,3.553,0.261,no,Unambiguous_Rotation,
294301883,nan,nan,no,Noisy_LCs,
294395926,nan,nan,no,Noisy_LCs,
294471966,nan,nan,no,Noisy_LCs,
294500964,5.561,0.661,no,Unambiguous_Rotation,
294780517,nan,nan,no,Noisy_LCs,
294781547,nan,nan,no,Noisy_LCs,
294981566,nan,nan,no,Noisy_LCs,
295562522,5.111,0.57,no,Unambiguous_Rotation,
296739893,nan,nan,no,Noisy_LCs,
296780789,nan,nan,no,Noisy_LCs,
297967252,nan,nan,no,Pulsation,
298073824,nan,nan,no,Noisy_LCs,
298372701,nan,nan,no,Ambiguous_Variability,
298647682,5.27/10.54,nan,no,Dubious_Rotation,
298666530,nan,nan,no,Noisy_LCs,
299023386,1.784,0.083,no,Unambiguous_Rotation,
299158887,5.267,0.578,no,Unambiguous_Rotation,
299798795,1.166,0.014,yes,Unambiguous_Rotation,
299799658,nan,nan,no,Noisy_LCs,
299945285,nan,nan,no,Noisy_LCs,
300013921,nan,nan,no,Noisy_LCs,
300038935,nan,nan,no,Noisy_LCs,
300293197,5.999,0.063,yes,Unambiguous_Rotation,
300710077,nan,nan,no,Noisy_LCs,
300810086,nan,nan,no,Noisy_LCs,
300871545,nan,nan,no,Noisy_LCs,
301160638,8.058,1.241,no,Unambiguous_Rotation,
302518439,3.800,0.297,no,Unambiguous_Rotation,
302773669,nan,nan,no,Noisy_LCs,
302895996,nan,nan,no,Noisy_LCs,
303523128,5.400,0.233,no,Unambiguous Rotation,
304042899,nan,nan,no,Noisy_LCs,
304100538,nan,nan,no,Ambiguous_Variability,
305048087,nan,nan,no,Noisy_LCs,
305424003,nan,nan,no,Noisy_LCs,
305767364,1.610,0.051,no,Unambiguous_Rotation,
306263608,nan,nan,no,Noisy_LCs,
306362738,nan,nan,no,Noisy_LCs,
306472057,nan,nan,no,Noisy_LCs,
306955329,nan,nan,no,Noisy_LCs,
306996324,nan,nan,no,Noisy_LCs,
307111282,nan,nan,no,Noisy_LCs,
307210830,nan,nan,no,Noisy_LCs,
307610438,3.290,0.338,yes,Unambiguous_Rotation,
307733361,4.300,0.14,no,Unambiguous Rotation,
308034948,nan,nan,no,Ambiguous_Variability,
308050066,nan,nan,no,Noisy_LCs,
308307606,nan,nan,no,Ambiguous_Variability,
308994098,nan,nan,no,Noisy_LCs,
309254930,1.265,0.041,no,Unambiguous_Rotation,
309257814,3.948,0.39,no,Unambiguous_Rotation,
309402106,5.393,0.109,no,Unambiguous_Rotation,
309791156,nan,nan,no,Noisy_LCs,
309792357,nan,nan,no,Noisy_LCs,
310009611,5.091,0.288,no,Unambiguous_Rotation,
310981412,4.94/6.98,nan,no,Dubious_Rotation,
311035838,nan,nan,no,Noisy_LCs,
311121985,nan,nan,no,Noisy_LCs,
311183180,8.764,1.67,no,Unambiguous_Rotation,
312083267,3.806,0.285,no,Unambiguous_Rotation,
312862941,1.779,0.079,no,Unambiguous_Rotation,
313506357,nan,nan,no,Noisy_LCs,
314865962,nan,nan,no,Noisy_LCs,
315002523,nan,nan,no,Noisy_LCs,
316916655,nan,nan,no,Noisy_LCs,
316937670,nan,nan,no,Noisy_LCs,
317060587,nan,nan,no,Noisy_LCs,
317507345,nan,nan,no,Ambiguous_Variability,
317548889,nan,nan,no,Noisy_LCs,
317597583,nan,nan,no,Noisy_LCs,
318022259,nan,nan,no,Noisy_LCs,
318937509,2.005,0.096,yes,Unambiguous_Rotation,
319259194,nan,nan,no,Noisy_LCs,
320004517,8.600,1.422,no,Unambiguous_Rotation,
320417762,nan,nan,no,Noisy_LCs,
320503729,3.200,0.063,no,unambiguous rotation,
321041369,nan,nan,no,Noisy_LCs,
321857016,nan,nan,no,Noisy_LCs,
322063810,nan,nan,no,Noisy_LCs,
322202434,nan,nan,no,Noisy_LCs,
322270620,nan,nan,no,Noisy_LCs,
323132914,nan,nan,no,Noisy_LCs,
324395151,2.753,0.167,no,Unambiguous_Rotation,
325468685,1.964,0.092,no,Unambiguous_Rotation,
325680697,nan,nan,no,Ambiguous_Variability,
326453034,nan,nan,no,Noisy_LCs,
326919774,1.312,nan,no,Unambiguous_Rotation,
327017634,2.552,0.068,no,Unambiguous_Rotation,
327301957,nan,nan,no,Noisy_LCs,
328350926,5.63/9.80,nan,no,Dubious_Rotation,
329277372,nan,nan,no,Pulsation,
329864959,nan,nan,no,Ambiguous_Variability,
332022997,4.500,0.152,no,Unambiguous Rotation,
332064670,nan,nan,no,Noisy_LCs,
332477926,nan,nan,no,Noisy_LCs,
333473672,nan,nan,no,Noisy_LCs,
334305570,nan,nan,no,Noisy_LCs,
335499997,nan,nan,no,Noisy_LCs,
335630746,2.531,0.16,no,Unambiguous_Rotation,
336075472,5.140,0.137,no,Unambiguous Rotation,
336732616,nan,nan,no,Noisy_LCs,
336961891,2.300,0.069,yes,unambiguous rotation,
339636032,nan,nan,no,Noisy_LCs,
339672028,nan,nan,no,Noisy_LCs,
339733013,nan,nan,no,Noisy_LCs,
339857675,nan,nan,no,Noisy_LCs,
339961200,9.670,0.277,no,Unambiguous_Rotation,
343628284,nan,nan,no,Noisy_LCs,
344926234,6.112,1.038,no,Unambiguous_Rotation,
346418409,nan,nan,no,Noisy_LCs,
348538431,nan,nan,yes,Ambiguous_Variability,
348673213,nan,nan,no,Noisy_LCs,
348755723,nan,nan,no,Noisy_LCs,
348770361,nan,nan,no,Noisy_LCs,
348844154,nan,nan,no,Noisy_LCs,
349088467,5.068,0.596,no,Unambiguous_Rotation,
349095149,nan,nan,no,Noisy_LCs,
349373192,nan,nan,no,Noisy_LCs,
349518800,nan,nan,no,Noisy_LCs,
349576261,1.800,0.006,no,Unambiguous Rotation,
349790953,nan,nan,no,Noisy_LCs,
349827430,nan,nan,no,Noisy_LCs,
349829627,nan,nan,no,Noisy_LCs,
350023518,3.550,0.137,no,Unambiguous Rotation,
350132371,nan,nan,no,Pulsation,
350153977,nan,nan,no,Noisy_LCs,
350332997,nan,nan,no,Noisy_LCs,
350445771,nan,nan,no,Ambiguous_Variability,
350584963,nan,nan,no,Ambiguous_Variability,
350618622,nan,nan,no,Noisy_LCs,
350743714,nan,nan,no,Noisy_LCs,
351601843,nan,nan,no,Noisy_LCs,
351603103,5.572,0.767,no,Unambiguous_Rotation,
352229268,5.031,0.466,no,Unambiguous_Rotation,
352239069,3.303,0.077,no,Unambiguous_Rotation,
352413427,nan,nan,no,Ambiguous_Variability,
352764091,nan,nan,no,Noisy_LCs,
353475866,nan,nan,no,Noisy_LCs,
353782445,nan,nan,no,Noisy_LCs,
354519019,5.279,0.148,no,Unambiguous_Rotation,
354594208,nan,nan,no,Noisy_LCs,
355509914,nan,nan,no,Noisy_LCs,
355703913,nan,nan,no,Noisy_LCs,
355867695,nan,nan,no,Noisy_LCs,
356158613,nan,nan,no,Noisy_LCs,
356311210,5.356,0.231,no,Unambiguous_Rotation,
356473034,nan,nan,no,Noisy_LCs,
356867115,12.587,0.619,no,Unambiguous_Rotation,
356978132,nan,nan,no,Noisy_LCs,
357457104,3.684,0.188,no,Unambiguous_Rotation,
358460246,nan,nan,no,Noisy_LCs,
359271092,nan,nan,no,Noisy_LCs,
359496368,nan,nan,no,Noisy_LCs,
360156606,1.663,0.028,no,Unambiguous_Rotation,
360630575,4.900,0.467,no,Unambiguous_Rotation,
360742636,2.78/5.55,nan,no,Dubious_Rotation,
362223355,5.770,0.697,no,Unambiguous Rotation,
362249359,4.01/7.49,nan,no,Dubious_Rotation,
364107753,nan,nan,no,Noisy_LCs,
364186197,nan,nan,no,Noisy_LCs,
364393429,nan,nan,no,Noisy_LCs,
364395234,nan,nan,no,Ambiguous_Variability,
365639282,nan,nan,yes,Noisy_LCs,
365690646,nan,nan,no,Noisy_LCs,
365733349,nan,nan,no,Noisy_LCs,
365938305,nan,nan,no,Noisy_LCs,
366409685,1.350,0.01,yes,Unambiguous Rotation,
366576758,nan,nan,no,Noisy_LCs,
366622912,nan,nan,yes,Noisy_LCs,
366989877,nan,nan,no,Noisy_LCs,
367366318,nan,nan,no,Noisy_LCs,
367607434,nan,nan,no,Noisy_LCs,
367753709,10.090,nan,no,Dubious_Rotation,
369327947,nan,nan,no,Noisy_LCs,
369960846,nan,nan,no,Noisy_LCs,
370133522,nan,nan,no,Noisy_LCs,
370745311,4.812,0.524,no,Unambiguous_Rotation,
371234684,nan,nan,no,Noisy_LCs,
372730331,4.280,0.43,no,Unambiguous Rotation,
373424049,nan,nan,no,Noisy_LCs,
373844472,nan,nan,no,Ambiguous_Variability,
374095457,nan,nan,no,Pulsation,
374829238,nan,nan,no,Noisy_LCs,
374997123,nan,nan,no,Noisy_LCs,
375059587,nan,nan,no,Noisy_LCs,
375225453,3.202,0.241,no,Unambiguous_Rotation,
375506058,nan,nan,no,Noisy_LCs,
375542276,nan,nan,no,Ambiguous_Variability,
377064495,nan,nan,no,Noisy_LCs,
377191482,nan,nan,no,Noisy_LCs,
377293776,nan,nan,no,Noisy_LCs,
379240073,nan,nan,no,Noisy_LCs,
380589029,nan,nan,no,Noisy_LCs,
380783252,9.147,1.609,no,Unambiguous_Rotation,
381976956,nan,nan,no,Noisy_LCs,
381979901,nan,nan,no,Noisy_LCs,
382188882,nan,nan,no,Noisy_LCs,
382391899,5.488,0.753,no,Unambiguous_Rotation,
382437043,nan,nan,no,Noisy_LCs,
382474101,2.722,0.168,no,Unambiguous_Rotation,
382626661,nan,nan,no,Noisy_LCs,
383390264,2.149,0.044,no,Unambiguous_Rotation,
386435344,nan,nan,no,Noisy_LCs,
387259626,nan,nan,no,Ambiguous_Variability,
387260717,4.128,0.101,no,Unambiguous_Rotation,
387527558,nan,nan,no,Noisy_LCs,
387690507,nan,nan,no,Noisy_LCs,
387834907,nan,nan,no,Noisy_LCs,
388076005,nan,nan,no,Noisy_LCs,
388104525,nan,nan,no,Noisy_LCs,
388106759,nan,nan,no,Noisy_LCs,
389070884,5.391,0.692,no,Unambiguous_Rotation,
389924075,nan,nan,no,Noisy_LCs,
391821647,nan,nan,no,Ambiguous_Variability,
391904697,nan,nan,no,Noisy_LCs,
391949880,nan,nan,no,Ambiguous_Variability,
393414358,nan,nan,no,Noisy_LCs,
394137592,nan,nan,no,Noisy_LCs,
394657039,nan,nan,no,Ambiguous_Variability,
394698182,nan,nan,no,Noisy_LCs,
396562848,nan,nan,no,Noisy_LCs,
396720998,nan,nan,no,Noisy_LCs,
396740648,nan,nan,no,Noisy_LCs,
397058826,3.230,0.093,no,unambiguous rotation,
398733009,nan,nan,no,Noisy_LCs,
398943781,nan,nan,no,Ambiguous_Variability,
399144800,nan,nan,no,Noisy_LCs,
402026209,nan,nan,no,Noisy_LCs,
403224672,nan,nan,no,Noisy_LCs,
403693875,nan,nan,no,Noisy_LCs,
404340025,nan,nan,no,Noisy_LCs,
405454160,nan,nan,no,Noisy_LCs,
405700729,8.530,nan,no,Dubious_Rotation,
406495245,4.000,0.174,no,Unambiguous Rotation,
406672232,nan,nan,no,Noisy_LCs,
406855039,3.817,0.138,no,Unambiguous_Rotation,
406941612,nan,nan,no,Noisy_LCs,
406976746,7.485,0.539,no,Unambiguous_Rotation,
407126408,nan,nan,no,Noisy_LCs,
407966340,nan,nan,no,Noisy_LCs,
408159788,nan,nan,no,Noisy_LCs,
408203470,nan,nan,no,Noisy_LCs,
408310006,nan,nan,no,Noisy_LCs,
409934330,nan,nan,no,Noisy_LCs,
410094645,nan,nan,no,Noisy_LCs,
410153553,nan,nan,no,Noisy_LCs,
410214986,2.798,0.163,yes,Unambiguous_Rotation,
410245915,nan,nan,no,Noisy_LCs,
410450228,nan,nan,no,Noisy_LCs,
413248763,nan,nan,no,Noisy_LCs,
413376180,nan,nan,no,Noisy_LCs,
415969908,nan,nan,no,Noisy_LCs,
416195870,nan,nan,no,Noisy_LCs,
417676622,nan,nan,no,Noisy_LCs,
417705690,nan,nan,no,Noisy_LCs,
417931607,nan,nan,no,Noisy_LCs,
417948359,nan,nan,no,Noisy_LCs,
418959198,nan,nan,no,Noisy_LCs,
420049884,nan,nan,no,Noisy_LCs,
420112587,nan,nan,no,Noisy_LCs,
420112589,nan,nan,no,Noisy_LCs,
421894914,nan,nan,no,Noisy_LCs,
422655579,nan,nan,no,Noisy_LCs,
422756130,nan,nan,no,Noisy_LCs,
422923265,7.738,1.576,no,Unambiguous_Rotation,
423275733,nan,nan,no,Noisy_LCs,
424391516,nan,nan,no,Noisy_LCs,
424865156,nan,nan,no,Noisy_LCs,
425206121,nan,nan,no,Noisy_LCs,
425934411,nan,nan,no,Noisy_LCs,
425997655,nan,nan,no,Noisy_LCs,
426077080,2.743,0.14,no,Unambiguous_Rotation,
427348923,nan,nan,no,Noisy_LCs,
427352241,nan,nan,no,Ambiguous_Variability,
427654774,nan,nan,no,Noisy_LCs,
428679607,nan,nan,no,Noisy_LCs,
429304876,nan,nan,no,Noisy_LCs,
429358906,nan,nan,no,Noisy_LCs,
430677414,nan,nan,no,Noisy_LCs,
431514478,nan,nan,no,Noisy_LCs,
431999925,nan,nan,no,Noisy_LCs,
432008938,nan,nan,no,Noisy_LCs,
432549364,nan,nan,no,Binary,
434226736,1.810,0.075,yes,unambiguous rotation,
434260570,1.269,0.034,yes,Unambiguous_Rotation,
434486077,nan,nan,no,Noisy_LCs,
435680451,11.356,1.557,no,Unambiguous_Rotation,
436873727,0.240,0.0,no,Unambiguous Rotation,
437011608,4.580,0.241,no,Unambiguous Rotation,
437242640,nan,nan,no,Noisy_LCs,
437248515,nan,nan,no,Noisy_LCs,
437333618,nan,nan,no,Noisy_LCs,
438490744,nan,nan,no,Noisy_LCs,
439456714,nan,nan,no,Noisy_LCs,
440100539,nan,nan,no,Noisy_LCs,
440777904,nan,nan,no,Noisy_LCs,
440887364,nan,nan,no,Ambiguous_Variability,
441420236,4.694,0.228,yes,Unambiguous_Rotation,
441462736,nan,nan,no,Noisy_LCs,
441732151,2.002,0.02,no,Unambiguous_Rotation,
441739020,nan,nan,no,Noisy_LCs,
441739871,nan,nan,no,Noisy_LCs,
444842193,nan,nan,no,Noisy_LCs,
445805961,nan,nan,no,Ambiguous_Variability,
445822015,nan,nan,no,Noisy_LCs,
445859771,nan,nan,no,Noisy_LCs,
447061717,nan,nan,no,Noisy_LCs,
447283466,9.501,1.003,no,Unambiguous_Rotation,
450327768,5.240,0.639,no,unambiguous rotation,
451599528,nan,nan,no,Noisy_LCs,
451606970,nan,nan,no,Noisy_LCs,
451645081,5.569,0.705,no,Unambiguous_Rotation,
452808876,nan,nan,no,Noisy_LCs,
452866790,nan,nan,no,Noisy_LCs,
453211454,nan,nan,no,Noisy_LCs,
453260209,nan,nan,no,Noisy_LCs,
453387619,5.560,0.67,no,Unambiguous Rotation,
453410966,5.650,0.692,no,Unambiguous Rotation,
453464017,2.013,0.092,no,Unambiguous_Rotation,
455096220,nan,nan,no,Noisy_LCs,
455135327,nan,nan,no,Noisy_LCs,
457138169,nan,nan,no,Noisy_LCs,
457939414,1.834,0.078,no,Unambiguous_Rotation,
458478250,nan,nan,no,Noisy_LCs,
458589703,9.420,nan,no,Dubious_Rotation,
459837008,0.670,0.002,yes,Unambiguous_Rotation,
459850897,3.018,0.19,no,Unambiguous_Rotation,
459942762,nan,nan,no,Noisy_LCs,
459969957,nan,nan,no,Noisy_LCs,
459970307,3.581,0.049,no,Unambiguous_Rotation,
459978312,nan,nan,no,Noisy_LCs,
460205581,2.957,0.093,yes,Unambiguous_Rotation,
460984940,nan,nan,no,Noisy_LCs,
461271719,3.822,0.406,no,Unambiguous_Rotation,
461662295,nan,nan,no,Noisy_LCs,
462162948,5.508,0.337,no,Unambiguous_Rotation,
464296022,1.547,0.053,no,Unambiguous_Rotation,
464646604,2.183,0.102,no,Unambiguous_Rotation,
466840711,nan,nan,no,Noisy_LCs,
467179528,nan,nan,no,Noisy_LCs,
467666275,nan,nan,no,Noisy_LCs,
468148930,nan,nan,no,Noisy_LCs,
468880077,nan,nan,no,Noisy_LCs,
468987719,nan,nan,no,Noisy_LCs,
470381900,nan,nan,no,Noisy_LCs,
470987100,nan,nan,no,Noisy_LCs,
1400770435,nan,nan,no,Noisy_LCs,
1551345500,nan,nan,no,Noisy_LCs,
1884091865,nan,nan,no,Ambiguous_Variability,
